Area_1;Area_2;Dirt;B_cells;CD4;CD8;epithelial;LP;lymphocytes;macrophages;monocytes;muscular;epithel_prolif;strong_infiltrate;T_cells;Tregs;B_cells_2;T_cells_2;Monocytes_2;Macrophages_2
;16774;;;;;;18503;;;;;;;;;;;;
;16775;;;;;;18504;;;;;;;;;;;;
;16776;;;;;;18506;;;;;;;;;;;;
;16777;;;;;;18511;;;;;;;;;;;;
;16778;;;;;;18516;;;;;;;;;;;;
;16779;;;;;;18517;;;;;;;;;;;;
;16780;;;;;;18521;;;;;;;;;;;;
;16781;;;;;;18522;;;;;;;;;;;;
;16782;;;;;;18524;;;;;;;;;;;;
;16783;;;;;;18525;;;;;;;;;;;;
;16784;;;;;;18535;;;;;;;;;;;;
;16785;;;;;;18549;;;;;;;;;;;;
;16786;;;;;;18550;;;;;;;;;;;;
;16787;;;;;;18552;;;;;;;;;;;;
;16788;;;;;;18556;;;;;;;;;;;;
;16789;;;;;;18559;;;;;;;;;;;;
;16790;;;;;;18562;;;;;;;;;;;;
;16791;;;;;;18563;;;;;;;;;;;;
;16792;;;;;;18564;;;;;;;;;;;;
;16793;;;;;;18565;;;;;;;;;;;;
;16794;;;;;;18566;;;;;;;;;;;;
;16795;;;;;;18575;;;;;;;;;;;;
;16796;;;;;;18576;;;;;;;;;;;;
;16797;;;;;;18579;;;;;;;;;;;;
;16798;;;;;;18580;;;;;;;;;;;;
;16799;;;;;;18582;;;;;;;;;;;;
;16800;;;;;;18585;;;;;;;;;;;;
;16801;;;;;;18591;;;;;;;;;;;;
;16802;;;;;;18593;;;;;;;;;;;;
;16803;;;;;;18598;;;;;;;;;;;;
;16804;;;;;;;;;;;;;;;;;;
;16805;;;;;;;;;;;;;;;;;;
;16806;;;;;;;;;;;;;;;;;;
;16807;;;;;;;;;;;;;;;;;;
;16808;;;;;;;;;;;;;;;;;;
;16809;;;;;;;;;;;;;;;;;;
;16810;;;;;;;;;;;;;;;;;;
;16811;;;;;;;;;;;;;;;;;;
;16812;;;;;;;;;;;;;;;;;;
;16813;;;;;;;;;;;;;;;;;;
;16814;;;;;;;;;;;;;;;;;;
;16815;;;;;;;;;;;;;;;;;;
;16816;;;;;;;;;;;;;;;;;;
;16817;;;;;;;;;;;;;;;;;;
;16818;;;;;;;;;;;;;;;;;;
;16819;;;;;;;;;;;;;;;;;;
;16820;;;;;;;;;;;;;;;;;;
;16821;;;;;;;;;;;;;;;;;;
;16822;;;;;;;;;;;;;;;;;;
;16823;;;;;;;;;;;;;;;;;;
;16824;;;;;;;;;;;;;;;;;;
;16825;;;;;;;;;;;;;;;;;;
;16826;;;;;;;;;;;;;;;;;;
;16827;;;;;;;;;;;;;;;;;;
;16828;;;;;;;;;;;;;;;;;;
;16829;;;;;;;;;;;;;;;;;;
;16830;;;;;;;;;;;;;;;;;;
;16831;;;;;;;;;;;;;;;;;;
;16832;;;;;;;;;;;;;;;;;;
;16833;;;;;;;;;;;;;;;;;;
;16834;;;;;;;;;;;;;;;;;;
;16835;;;;;;;;;;;;;;;;;;
;16836;;;;;;;;;;;;;;;;;;
;16837;;;;;;;;;;;;;;;;;;
;16838;;;;;;;;;;;;;;;;;;
;16839;;;;;;;;;;;;;;;;;;
;16840;;;;;;;;;;;;;;;;;;
;16841;;;;;;;;;;;;;;;;;;
;16842;;;;;;;;;;;;;;;;;;
;16843;;;;;;;;;;;;;;;;;;
;16844;;;;;;;;;;;;;;;;;;
;16845;;;;;;;;;;;;;;;;;;
;16846;;;;;;;;;;;;;;;;;;
;16847;;;;;;;;;;;;;;;;;;
;16848;;;;;;;;;;;;;;;;;;
;16849;;;;;;;;;;;;;;;;;;
;16850;;;;;;;;;;;;;;;;;;
;16851;;;;;;;;;;;;;;;;;;
;16852;;;;;;;;;;;;;;;;;;
;16853;;;;;;;;;;;;;;;;;;
;16854;;;;;;;;;;;;;;;;;;
;16855;;;;;;;;;;;;;;;;;;
;16856;;;;;;;;;;;;;;;;;;
;16857;;;;;;;;;;;;;;;;;;
;16858;;;;;;;;;;;;;;;;;;
;16859;;;;;;;;;;;;;;;;;;
;16860;;;;;;;;;;;;;;;;;;
;16861;;;;;;;;;;;;;;;;;;
;16862;;;;;;;;;;;;;;;;;;
;16863;;;;;;;;;;;;;;;;;;
;16864;;;;;;;;;;;;;;;;;;
;16865;;;;;;;;;;;;;;;;;;
;16866;;;;;;;;;;;;;;;;;;
;16867;;;;;;;;;;;;;;;;;;
;16868;;;;;;;;;;;;;;;;;;
;16869;;;;;;;;;;;;;;;;;;
;16870;;;;;;;;;;;;;;;;;;
;16871;;;;;;;;;;;;;;;;;;
;16872;;;;;;;;;;;;;;;;;;
;16873;;;;;;;;;;;;;;;;;;
;16874;;;;;;;;;;;;;;;;;;
;16875;;;;;;;;;;;;;;;;;;
;16876;;;;;;;;;;;;;;;;;;
;16877;;;;;;;;;;;;;;;;;;
;16878;;;;;;;;;;;;;;;;;;
;16879;;;;;;;;;;;;;;;;;;
;16880;;;;;;;;;;;;;;;;;;
;16881;;;;;;;;;;;;;;;;;;
;16882;;;;;;;;;;;;;;;;;;
;16883;;;;;;;;;;;;;;;;;;
;16884;;;;;;;;;;;;;;;;;;
;16885;;;;;;;;;;;;;;;;;;
;16886;;;;;;;;;;;;;;;;;;
;16887;;;;;;;;;;;;;;;;;;
;16888;;;;;;;;;;;;;;;;;;
;16889;;;;;;;;;;;;;;;;;;
;16890;;;;;;;;;;;;;;;;;;
;16891;;;;;;;;;;;;;;;;;;
;16892;;;;;;;;;;;;;;;;;;
;16893;;;;;;;;;;;;;;;;;;
;16894;;;;;;;;;;;;;;;;;;
;16895;;;;;;;;;;;;;;;;;;
;16896;;;;;;;;;;;;;;;;;;
;16897;;;;;;;;;;;;;;;;;;
;16898;;;;;;;;;;;;;;;;;;
;16899;;;;;;;;;;;;;;;;;;
;16900;;;;;;;;;;;;;;;;;;
;16901;;;;;;;;;;;;;;;;;;
;16902;;;;;;;;;;;;;;;;;;
;16903;;;;;;;;;;;;;;;;;;
;16904;;;;;;;;;;;;;;;;;;
;16905;;;;;;;;;;;;;;;;;;
;16906;;;;;;;;;;;;;;;;;;
;16907;;;;;;;;;;;;;;;;;;
;16908;;;;;;;;;;;;;;;;;;
;16909;;;;;;;;;;;;;;;;;;
;16910;;;;;;;;;;;;;;;;;;
;16911;;;;;;;;;;;;;;;;;;
;16912;;;;;;;;;;;;;;;;;;
;16913;;;;;;;;;;;;;;;;;;
;16914;;;;;;;;;;;;;;;;;;
;16915;;;;;;;;;;;;;;;;;;
;16916;;;;;;;;;;;;;;;;;;
;16917;;;;;;;;;;;;;;;;;;
;16918;;;;;;;;;;;;;;;;;;
;16919;;;;;;;;;;;;;;;;;;
;16920;;;;;;;;;;;;;;;;;;
;16921;;;;;;;;;;;;;;;;;;
;16922;;;;;;;;;;;;;;;;;;
;16923;;;;;;;;;;;;;;;;;;
;16924;;;;;;;;;;;;;;;;;;
;16925;;;;;;;;;;;;;;;;;;
;16926;;;;;;;;;;;;;;;;;;
;16927;;;;;;;;;;;;;;;;;;
;16928;;;;;;;;;;;;;;;;;;
;16929;;;;;;;;;;;;;;;;;;
;16930;;;;;;;;;;;;;;;;;;
;16931;;;;;;;;;;;;;;;;;;
;16932;;;;;;;;;;;;;;;;;;
;16933;;;;;;;;;;;;;;;;;;
;16934;;;;;;;;;;;;;;;;;;
;16935;;;;;;;;;;;;;;;;;;
;16936;;;;;;;;;;;;;;;;;;
;16937;;;;;;;;;;;;;;;;;;
;16938;;;;;;;;;;;;;;;;;;
;16939;;;;;;;;;;;;;;;;;;
;16940;;;;;;;;;;;;;;;;;;
;16941;;;;;;;;;;;;;;;;;;
;16942;;;;;;;;;;;;;;;;;;
;16943;;;;;;;;;;;;;;;;;;
;16944;;;;;;;;;;;;;;;;;;
;16945;;;;;;;;;;;;;;;;;;
;16946;;;;;;;;;;;;;;;;;;
;16947;;;;;;;;;;;;;;;;;;
;16948;;;;;;;;;;;;;;;;;;
;16949;;;;;;;;;;;;;;;;;;
;16950;;;;;;;;;;;;;;;;;;
;16951;;;;;;;;;;;;;;;;;;
;16952;;;;;;;;;;;;;;;;;;
;16953;;;;;;;;;;;;;;;;;;
;16954;;;;;;;;;;;;;;;;;;
;16955;;;;;;;;;;;;;;;;;;
;16956;;;;;;;;;;;;;;;;;;
;16957;;;;;;;;;;;;;;;;;;
;16958;;;;;;;;;;;;;;;;;;
;16959;;;;;;;;;;;;;;;;;;
;16960;;;;;;;;;;;;;;;;;;
;16961;;;;;;;;;;;;;;;;;;
;16962;;;;;;;;;;;;;;;;;;
;16963;;;;;;;;;;;;;;;;;;
;16964;;;;;;;;;;;;;;;;;;
;16965;;;;;;;;;;;;;;;;;;
;16966;;;;;;;;;;;;;;;;;;
;16967;;;;;;;;;;;;;;;;;;
;16968;;;;;;;;;;;;;;;;;;
;16969;;;;;;;;;;;;;;;;;;
;16970;;;;;;;;;;;;;;;;;;
;16971;;;;;;;;;;;;;;;;;;
;16972;;;;;;;;;;;;;;;;;;
;16973;;;;;;;;;;;;;;;;;;
;16974;;;;;;;;;;;;;;;;;;
;16975;;;;;;;;;;;;;;;;;;
;16976;;;;;;;;;;;;;;;;;;
;16977;;;;;;;;;;;;;;;;;;
;16978;;;;;;;;;;;;;;;;;;
;16979;;;;;;;;;;;;;;;;;;
;16980;;;;;;;;;;;;;;;;;;
;16981;;;;;;;;;;;;;;;;;;
;16982;;;;;;;;;;;;;;;;;;
;16983;;;;;;;;;;;;;;;;;;
;16984;;;;;;;;;;;;;;;;;;
;16985;;;;;;;;;;;;;;;;;;
;16986;;;;;;;;;;;;;;;;;;
;16987;;;;;;;;;;;;;;;;;;
;16988;;;;;;;;;;;;;;;;;;
;16989;;;;;;;;;;;;;;;;;;
;16990;;;;;;;;;;;;;;;;;;
;16991;;;;;;;;;;;;;;;;;;
;16992;;;;;;;;;;;;;;;;;;
;16993;;;;;;;;;;;;;;;;;;
;16994;;;;;;;;;;;;;;;;;;
;16995;;;;;;;;;;;;;;;;;;
;16996;;;;;;;;;;;;;;;;;;
;16997;;;;;;;;;;;;;;;;;;
;16998;;;;;;;;;;;;;;;;;;
;16999;;;;;;;;;;;;;;;;;;
;17000;;;;;;;;;;;;;;;;;;
;17001;;;;;;;;;;;;;;;;;;
;17002;;;;;;;;;;;;;;;;;;
;17003;;;;;;;;;;;;;;;;;;
;17004;;;;;;;;;;;;;;;;;;
;17005;;;;;;;;;;;;;;;;;;
;17006;;;;;;;;;;;;;;;;;;
;17007;;;;;;;;;;;;;;;;;;
;17008;;;;;;;;;;;;;;;;;;
;17009;;;;;;;;;;;;;;;;;;
;17010;;;;;;;;;;;;;;;;;;
;17011;;;;;;;;;;;;;;;;;;
;17012;;;;;;;;;;;;;;;;;;
;17013;;;;;;;;;;;;;;;;;;
;17014;;;;;;;;;;;;;;;;;;
;17015;;;;;;;;;;;;;;;;;;
;17016;;;;;;;;;;;;;;;;;;
;17017;;;;;;;;;;;;;;;;;;
;17018;;;;;;;;;;;;;;;;;;
;17019;;;;;;;;;;;;;;;;;;
;17020;;;;;;;;;;;;;;;;;;
;17021;;;;;;;;;;;;;;;;;;
;17022;;;;;;;;;;;;;;;;;;
;17023;;;;;;;;;;;;;;;;;;
;17024;;;;;;;;;;;;;;;;;;
;17025;;;;;;;;;;;;;;;;;;
;17026;;;;;;;;;;;;;;;;;;
;17027;;;;;;;;;;;;;;;;;;
;17028;;;;;;;;;;;;;;;;;;
;17029;;;;;;;;;;;;;;;;;;
;17030;;;;;;;;;;;;;;;;;;
;17031;;;;;;;;;;;;;;;;;;
;17032;;;;;;;;;;;;;;;;;;
;17033;;;;;;;;;;;;;;;;;;
;17034;;;;;;;;;;;;;;;;;;
;17035;;;;;;;;;;;;;;;;;;
;17036;;;;;;;;;;;;;;;;;;
;17037;;;;;;;;;;;;;;;;;;
;17038;;;;;;;;;;;;;;;;;;
;17039;;;;;;;;;;;;;;;;;;
;17040;;;;;;;;;;;;;;;;;;
;17041;;;;;;;;;;;;;;;;;;
;17042;;;;;;;;;;;;;;;;;;
;17043;;;;;;;;;;;;;;;;;;
;17044;;;;;;;;;;;;;;;;;;
;17045;;;;;;;;;;;;;;;;;;
;17046;;;;;;;;;;;;;;;;;;
;17047;;;;;;;;;;;;;;;;;;
;17048;;;;;;;;;;;;;;;;;;
;17049;;;;;;;;;;;;;;;;;;
;17050;;;;;;;;;;;;;;;;;;
;17051;;;;;;;;;;;;;;;;;;
;17052;;;;;;;;;;;;;;;;;;
;17053;;;;;;;;;;;;;;;;;;
;17054;;;;;;;;;;;;;;;;;;
;17055;;;;;;;;;;;;;;;;;;
;17056;;;;;;;;;;;;;;;;;;
;17057;;;;;;;;;;;;;;;;;;
;17058;;;;;;;;;;;;;;;;;;
;17059;;;;;;;;;;;;;;;;;;
;17060;;;;;;;;;;;;;;;;;;
;17061;;;;;;;;;;;;;;;;;;
;17062;;;;;;;;;;;;;;;;;;
;17063;;;;;;;;;;;;;;;;;;
;17064;;;;;;;;;;;;;;;;;;
;17065;;;;;;;;;;;;;;;;;;
;17066;;;;;;;;;;;;;;;;;;
;17067;;;;;;;;;;;;;;;;;;
;17068;;;;;;;;;;;;;;;;;;
;17069;;;;;;;;;;;;;;;;;;
;17070;;;;;;;;;;;;;;;;;;
;17071;;;;;;;;;;;;;;;;;;
;17072;;;;;;;;;;;;;;;;;;
;17073;;;;;;;;;;;;;;;;;;
;17074;;;;;;;;;;;;;;;;;;
;17075;;;;;;;;;;;;;;;;;;
;17076;;;;;;;;;;;;;;;;;;
;17077;;;;;;;;;;;;;;;;;;
;17078;;;;;;;;;;;;;;;;;;
;17079;;;;;;;;;;;;;;;;;;
;17080;;;;;;;;;;;;;;;;;;
;17081;;;;;;;;;;;;;;;;;;
;17082;;;;;;;;;;;;;;;;;;
;17083;;;;;;;;;;;;;;;;;;
;17084;;;;;;;;;;;;;;;;;;
;17085;;;;;;;;;;;;;;;;;;
;17086;;;;;;;;;;;;;;;;;;
;17087;;;;;;;;;;;;;;;;;;
;17088;;;;;;;;;;;;;;;;;;
;17089;;;;;;;;;;;;;;;;;;
;17090;;;;;;;;;;;;;;;;;;
;17091;;;;;;;;;;;;;;;;;;
;17092;;;;;;;;;;;;;;;;;;
;17093;;;;;;;;;;;;;;;;;;
;17094;;;;;;;;;;;;;;;;;;
;17095;;;;;;;;;;;;;;;;;;
;17096;;;;;;;;;;;;;;;;;;
;17097;;;;;;;;;;;;;;;;;;
;17098;;;;;;;;;;;;;;;;;;
;17099;;;;;;;;;;;;;;;;;;
;17100;;;;;;;;;;;;;;;;;;
;17101;;;;;;;;;;;;;;;;;;
;17102;;;;;;;;;;;;;;;;;;
;17103;;;;;;;;;;;;;;;;;;
;17104;;;;;;;;;;;;;;;;;;
;17105;;;;;;;;;;;;;;;;;;
;17106;;;;;;;;;;;;;;;;;;
;17107;;;;;;;;;;;;;;;;;;
;17108;;;;;;;;;;;;;;;;;;
;17109;;;;;;;;;;;;;;;;;;
;17110;;;;;;;;;;;;;;;;;;
;17111;;;;;;;;;;;;;;;;;;
;17112;;;;;;;;;;;;;;;;;;
;17113;;;;;;;;;;;;;;;;;;
;17114;;;;;;;;;;;;;;;;;;
;17115;;;;;;;;;;;;;;;;;;
;17116;;;;;;;;;;;;;;;;;;
;17117;;;;;;;;;;;;;;;;;;
;17118;;;;;;;;;;;;;;;;;;
;17119;;;;;;;;;;;;;;;;;;
;17120;;;;;;;;;;;;;;;;;;
;17121;;;;;;;;;;;;;;;;;;
;17122;;;;;;;;;;;;;;;;;;
;17123;;;;;;;;;;;;;;;;;;
;17124;;;;;;;;;;;;;;;;;;
;17125;;;;;;;;;;;;;;;;;;
;17126;;;;;;;;;;;;;;;;;;
;17127;;;;;;;;;;;;;;;;;;
;17128;;;;;;;;;;;;;;;;;;
;17129;;;;;;;;;;;;;;;;;;
;17130;;;;;;;;;;;;;;;;;;
;17131;;;;;;;;;;;;;;;;;;
;17132;;;;;;;;;;;;;;;;;;
;17133;;;;;;;;;;;;;;;;;;
;17134;;;;;;;;;;;;;;;;;;
;17135;;;;;;;;;;;;;;;;;;
;17136;;;;;;;;;;;;;;;;;;
;17137;;;;;;;;;;;;;;;;;;
;17138;;;;;;;;;;;;;;;;;;
;17139;;;;;;;;;;;;;;;;;;
;17140;;;;;;;;;;;;;;;;;;
;17141;;;;;;;;;;;;;;;;;;
;17142;;;;;;;;;;;;;;;;;;
;17143;;;;;;;;;;;;;;;;;;
;17144;;;;;;;;;;;;;;;;;;
;17145;;;;;;;;;;;;;;;;;;
;17146;;;;;;;;;;;;;;;;;;
;17147;;;;;;;;;;;;;;;;;;
;17148;;;;;;;;;;;;;;;;;;
;17149;;;;;;;;;;;;;;;;;;
;17150;;;;;;;;;;;;;;;;;;
;17151;;;;;;;;;;;;;;;;;;
;17152;;;;;;;;;;;;;;;;;;
;17153;;;;;;;;;;;;;;;;;;
;17154;;;;;;;;;;;;;;;;;;
;17155;;;;;;;;;;;;;;;;;;
;17156;;;;;;;;;;;;;;;;;;
;17157;;;;;;;;;;;;;;;;;;
;17158;;;;;;;;;;;;;;;;;;
;17159;;;;;;;;;;;;;;;;;;
;17160;;;;;;;;;;;;;;;;;;
;17161;;;;;;;;;;;;;;;;;;
;17162;;;;;;;;;;;;;;;;;;
;17163;;;;;;;;;;;;;;;;;;
;17164;;;;;;;;;;;;;;;;;;
;17165;;;;;;;;;;;;;;;;;;
;17166;;;;;;;;;;;;;;;;;;
;17167;;;;;;;;;;;;;;;;;;
;17168;;;;;;;;;;;;;;;;;;
;17169;;;;;;;;;;;;;;;;;;
;17170;;;;;;;;;;;;;;;;;;
;17171;;;;;;;;;;;;;;;;;;
;17172;;;;;;;;;;;;;;;;;;
;17173;;;;;;;;;;;;;;;;;;
;17174;;;;;;;;;;;;;;;;;;
;17175;;;;;;;;;;;;;;;;;;
;17176;;;;;;;;;;;;;;;;;;
;17177;;;;;;;;;;;;;;;;;;
;17178;;;;;;;;;;;;;;;;;;
;17179;;;;;;;;;;;;;;;;;;
;17180;;;;;;;;;;;;;;;;;;
;17181;;;;;;;;;;;;;;;;;;
;17182;;;;;;;;;;;;;;;;;;
;17183;;;;;;;;;;;;;;;;;;
;17184;;;;;;;;;;;;;;;;;;
;17185;;;;;;;;;;;;;;;;;;
;17186;;;;;;;;;;;;;;;;;;
;17187;;;;;;;;;;;;;;;;;;
;17188;;;;;;;;;;;;;;;;;;
;17189;;;;;;;;;;;;;;;;;;
;17190;;;;;;;;;;;;;;;;;;
;17191;;;;;;;;;;;;;;;;;;
;17192;;;;;;;;;;;;;;;;;;
;17193;;;;;;;;;;;;;;;;;;
;17194;;;;;;;;;;;;;;;;;;
;17195;;;;;;;;;;;;;;;;;;
;17196;;;;;;;;;;;;;;;;;;
;17197;;;;;;;;;;;;;;;;;;
;17198;;;;;;;;;;;;;;;;;;
;17199;;;;;;;;;;;;;;;;;;
;17200;;;;;;;;;;;;;;;;;;
;17201;;;;;;;;;;;;;;;;;;
;17202;;;;;;;;;;;;;;;;;;
;17203;;;;;;;;;;;;;;;;;;
;17204;;;;;;;;;;;;;;;;;;
;17205;;;;;;;;;;;;;;;;;;
;17206;;;;;;;;;;;;;;;;;;
;17207;;;;;;;;;;;;;;;;;;
;17208;;;;;;;;;;;;;;;;;;
;17209;;;;;;;;;;;;;;;;;;
;17210;;;;;;;;;;;;;;;;;;
;17211;;;;;;;;;;;;;;;;;;
;17212;;;;;;;;;;;;;;;;;;
;17213;;;;;;;;;;;;;;;;;;
;17214;;;;;;;;;;;;;;;;;;
;17215;;;;;;;;;;;;;;;;;;
;17216;;;;;;;;;;;;;;;;;;
;17217;;;;;;;;;;;;;;;;;;
;17218;;;;;;;;;;;;;;;;;;
;17219;;;;;;;;;;;;;;;;;;
;17220;;;;;;;;;;;;;;;;;;
;17221;;;;;;;;;;;;;;;;;;
;17222;;;;;;;;;;;;;;;;;;
;17223;;;;;;;;;;;;;;;;;;
;17224;;;;;;;;;;;;;;;;;;
;17225;;;;;;;;;;;;;;;;;;
;17226;;;;;;;;;;;;;;;;;;
;17227;;;;;;;;;;;;;;;;;;
;17228;;;;;;;;;;;;;;;;;;
;17229;;;;;;;;;;;;;;;;;;
;17230;;;;;;;;;;;;;;;;;;
;17231;;;;;;;;;;;;;;;;;;
;17232;;;;;;;;;;;;;;;;;;
;17233;;;;;;;;;;;;;;;;;;
;17234;;;;;;;;;;;;;;;;;;
;17235;;;;;;;;;;;;;;;;;;
;17236;;;;;;;;;;;;;;;;;;
;17237;;;;;;;;;;;;;;;;;;
;17238;;;;;;;;;;;;;;;;;;
;17239;;;;;;;;;;;;;;;;;;
;17240;;;;;;;;;;;;;;;;;;
;17241;;;;;;;;;;;;;;;;;;
;17242;;;;;;;;;;;;;;;;;;
;17243;;;;;;;;;;;;;;;;;;
;17244;;;;;;;;;;;;;;;;;;
;17245;;;;;;;;;;;;;;;;;;
;17246;;;;;;;;;;;;;;;;;;
;17247;;;;;;;;;;;;;;;;;;
;17248;;;;;;;;;;;;;;;;;;
;17249;;;;;;;;;;;;;;;;;;
;17250;;;;;;;;;;;;;;;;;;
;17251;;;;;;;;;;;;;;;;;;
;17252;;;;;;;;;;;;;;;;;;
;17253;;;;;;;;;;;;;;;;;;
;17254;;;;;;;;;;;;;;;;;;
;17255;;;;;;;;;;;;;;;;;;
;17256;;;;;;;;;;;;;;;;;;
;17257;;;;;;;;;;;;;;;;;;
;17258;;;;;;;;;;;;;;;;;;
;17259;;;;;;;;;;;;;;;;;;
;17260;;;;;;;;;;;;;;;;;;
;17261;;;;;;;;;;;;;;;;;;
;17262;;;;;;;;;;;;;;;;;;
;17263;;;;;;;;;;;;;;;;;;
;17264;;;;;;;;;;;;;;;;;;
;17265;;;;;;;;;;;;;;;;;;
;17266;;;;;;;;;;;;;;;;;;
;17267;;;;;;;;;;;;;;;;;;
;17268;;;;;;;;;;;;;;;;;;
;17269;;;;;;;;;;;;;;;;;;
;17270;;;;;;;;;;;;;;;;;;
;17271;;;;;;;;;;;;;;;;;;
;17272;;;;;;;;;;;;;;;;;;
;17273;;;;;;;;;;;;;;;;;;
;17274;;;;;;;;;;;;;;;;;;
;17275;;;;;;;;;;;;;;;;;;
;17276;;;;;;;;;;;;;;;;;;
;17277;;;;;;;;;;;;;;;;;;
;17278;;;;;;;;;;;;;;;;;;
;17279;;;;;;;;;;;;;;;;;;
;17280;;;;;;;;;;;;;;;;;;
;17281;;;;;;;;;;;;;;;;;;
;17282;;;;;;;;;;;;;;;;;;
;17283;;;;;;;;;;;;;;;;;;
;17284;;;;;;;;;;;;;;;;;;
;17285;;;;;;;;;;;;;;;;;;
;17286;;;;;;;;;;;;;;;;;;
;17287;;;;;;;;;;;;;;;;;;
;17288;;;;;;;;;;;;;;;;;;
;17289;;;;;;;;;;;;;;;;;;
;17290;;;;;;;;;;;;;;;;;;
;17291;;;;;;;;;;;;;;;;;;
;17292;;;;;;;;;;;;;;;;;;
;17293;;;;;;;;;;;;;;;;;;
;17294;;;;;;;;;;;;;;;;;;
;17295;;;;;;;;;;;;;;;;;;
;17296;;;;;;;;;;;;;;;;;;
;17297;;;;;;;;;;;;;;;;;;
;17298;;;;;;;;;;;;;;;;;;
;17299;;;;;;;;;;;;;;;;;;
;17300;;;;;;;;;;;;;;;;;;
;17301;;;;;;;;;;;;;;;;;;
;17302;;;;;;;;;;;;;;;;;;
;17303;;;;;;;;;;;;;;;;;;
;17304;;;;;;;;;;;;;;;;;;
;17305;;;;;;;;;;;;;;;;;;
;17306;;;;;;;;;;;;;;;;;;
;17307;;;;;;;;;;;;;;;;;;
;17308;;;;;;;;;;;;;;;;;;
;17309;;;;;;;;;;;;;;;;;;
;17310;;;;;;;;;;;;;;;;;;
;17311;;;;;;;;;;;;;;;;;;
;17312;;;;;;;;;;;;;;;;;;
;17313;;;;;;;;;;;;;;;;;;
;17314;;;;;;;;;;;;;;;;;;
;17315;;;;;;;;;;;;;;;;;;
;17316;;;;;;;;;;;;;;;;;;
;17317;;;;;;;;;;;;;;;;;;
;17318;;;;;;;;;;;;;;;;;;
;17319;;;;;;;;;;;;;;;;;;
;17320;;;;;;;;;;;;;;;;;;
;17321;;;;;;;;;;;;;;;;;;
;17322;;;;;;;;;;;;;;;;;;
;17323;;;;;;;;;;;;;;;;;;
;17324;;;;;;;;;;;;;;;;;;
;17325;;;;;;;;;;;;;;;;;;
;17326;;;;;;;;;;;;;;;;;;
;17327;;;;;;;;;;;;;;;;;;
;17328;;;;;;;;;;;;;;;;;;
;17329;;;;;;;;;;;;;;;;;;
;17330;;;;;;;;;;;;;;;;;;
;17331;;;;;;;;;;;;;;;;;;
;17332;;;;;;;;;;;;;;;;;;
;17333;;;;;;;;;;;;;;;;;;
;17334;;;;;;;;;;;;;;;;;;
;17335;;;;;;;;;;;;;;;;;;
;17336;;;;;;;;;;;;;;;;;;
;17337;;;;;;;;;;;;;;;;;;
;17338;;;;;;;;;;;;;;;;;;
;17339;;;;;;;;;;;;;;;;;;
;17340;;;;;;;;;;;;;;;;;;
;17341;;;;;;;;;;;;;;;;;;
;17342;;;;;;;;;;;;;;;;;;
;17343;;;;;;;;;;;;;;;;;;
;17344;;;;;;;;;;;;;;;;;;
;17345;;;;;;;;;;;;;;;;;;
;17346;;;;;;;;;;;;;;;;;;
;17347;;;;;;;;;;;;;;;;;;
;17348;;;;;;;;;;;;;;;;;;
;17349;;;;;;;;;;;;;;;;;;
;17350;;;;;;;;;;;;;;;;;;
;17351;;;;;;;;;;;;;;;;;;
;17352;;;;;;;;;;;;;;;;;;
;17353;;;;;;;;;;;;;;;;;;
;17354;;;;;;;;;;;;;;;;;;
;17355;;;;;;;;;;;;;;;;;;
;17356;;;;;;;;;;;;;;;;;;
;17357;;;;;;;;;;;;;;;;;;
;17358;;;;;;;;;;;;;;;;;;
;17359;;;;;;;;;;;;;;;;;;
;17360;;;;;;;;;;;;;;;;;;
;17361;;;;;;;;;;;;;;;;;;
;17362;;;;;;;;;;;;;;;;;;
;17363;;;;;;;;;;;;;;;;;;
;17364;;;;;;;;;;;;;;;;;;
;17365;;;;;;;;;;;;;;;;;;
;17366;;;;;;;;;;;;;;;;;;
;17367;;;;;;;;;;;;;;;;;;
;17368;;;;;;;;;;;;;;;;;;
;17369;;;;;;;;;;;;;;;;;;
;17370;;;;;;;;;;;;;;;;;;
;17371;;;;;;;;;;;;;;;;;;
;17372;;;;;;;;;;;;;;;;;;
;17373;;;;;;;;;;;;;;;;;;
;17374;;;;;;;;;;;;;;;;;;
;17375;;;;;;;;;;;;;;;;;;
;17376;;;;;;;;;;;;;;;;;;
;17377;;;;;;;;;;;;;;;;;;
;17378;;;;;;;;;;;;;;;;;;
;17379;;;;;;;;;;;;;;;;;;
;17380;;;;;;;;;;;;;;;;;;
;17381;;;;;;;;;;;;;;;;;;
;17382;;;;;;;;;;;;;;;;;;
;17383;;;;;;;;;;;;;;;;;;
;17384;;;;;;;;;;;;;;;;;;
;17385;;;;;;;;;;;;;;;;;;
;17386;;;;;;;;;;;;;;;;;;
;17387;;;;;;;;;;;;;;;;;;
;17388;;;;;;;;;;;;;;;;;;
;17389;;;;;;;;;;;;;;;;;;
;17390;;;;;;;;;;;;;;;;;;
;17391;;;;;;;;;;;;;;;;;;
;17392;;;;;;;;;;;;;;;;;;
;17393;;;;;;;;;;;;;;;;;;
;17394;;;;;;;;;;;;;;;;;;
;17395;;;;;;;;;;;;;;;;;;
;17396;;;;;;;;;;;;;;;;;;
;17397;;;;;;;;;;;;;;;;;;
;17398;;;;;;;;;;;;;;;;;;
;17399;;;;;;;;;;;;;;;;;;
;17400;;;;;;;;;;;;;;;;;;
;17401;;;;;;;;;;;;;;;;;;
